-0.52,0.19,0.24,-57.99,196.26,-23.41
-0.37,-0.15,0.51,48.07,101.67,170.70
-1.20,-0.74,0.44,93.51,183.00,201.32
-0.78,-0.64,0.71,-56.18,164.61,284.32
-0.63,-0.07,0.23,-162.51,261.54,284.18
-0.44,0.60,-0.08,-320.64,118.81,271.79
0.28,1.08,-0.05,-297.93,-57.49,283.01
0.60,1.43,-0.23,-205.29,-111.08,283.03
1.20,1.91,0.06,-231.51,-176.70,284.71
0.76,1.95,0.44,117.57,2.35,-8.88
1.12,2.19,0.23,-288.91,-273.40,30.60
0.62,2.12,0.19,85.88,84.67,-13.52
0.68,2.08,0.21,-76.20,23.15,44.41
0.85,1.99,0.35,-0.60,47.75,13.08
0.93,1.89,0.36,16.29,68.16,-43.24
0.86,1.59,0.18,26.27,66.52,-192.99
0.28,1.33,-0.08,45.83,48.65,-260.73
-0.76,1.20,0.01,202.30,14.95,-260.77
-0.19,0.54,0.59,-27.69,-278.48,-259.53
-0.71,0.32,1.09,-320.38,-281.06,-238.37
0.52,-0.58,0.38,-288.69,-80.45,-68.14
-0.41,-0.42,0.40,-142.17,258.39,-92.66
0.18,-0.31,0.09,-128.09,38.77,-10.74
-0.02,-0.02,0.08,19.97,78.05,30.15
0.20,0.11,-0.02,-66.74,-99.15,3.90
0.23,0.04,-0.13,12.06,27.02,-7.58
0.08,0.09,-0.11,39.86,79.65,14.30
0.20,0.12,-0.11,20.60,-8.45,6.18
0.16,0.10,-0.10,15.53,5.00,2.43
0.16,0.09,-0.08,4.58,5.56,8.02
0.17,0.09,-0.06,1.24,-6.25,2.20
0.17,0.09,-0.04,-3.00,2.45,0.53
0.15,0.08,-0.03,-6.95,-8.06,-2.35
0.17,0.06,-0.02,-13.62,-18.47,-5.56
0.17,0.06,-0.02,-1.01,-8.77,2.03
0.17,0.08,-0.04,6.29,7.99,25.64
0.13,0.12,-0.01,13.67,-14.12,7.74
0.17,0.10,0.00,-3.19,-8.69,-3.16
0.12,0.08,0.01,-6.98,-6.22,-6.36
0.15,0.07,0.01,-6.48,-17.31,0.62
0.13,0.09,0.02,-5.52,-11.58,2.65
0.13,0.09,0.02,-7.68,-15.06,-2.04
0.14,0.08,0.02,-8.85,-15.23,-0.58
0.14,0.08,0.02,-8.05,-18.46,-0.95
0.15,0.08,0.01,-3.10,-14.25,0.57
0.16,0.09,0.01,-4.21,-14.59,2.83
0.15,0.09,0.01,-4.77,-13.92,1.54
0.15,0.09,0.00,-6.87,-10.90,3.61
0.14,0.10,0.01,-8.08,-12.85,3.10
0.15,0.10,0.03,-12.16,-17.98,0.34
