-0.19,0.27,-0.26,1.89,227.77,105.50
-0.71,0.34,-0.39,28.09,271.03,60.68
-0.89,0.36,-0.91,92.02,262.90,48.62
-0.85,0.45,-1.35,87.04,272.88,23.91
-0.73,0.19,-1.76,-42.03,261.04,11.68
-0.46,-0.58,-2.27,-98.51,273.06,-57.65
-0.39,-0.98,-1.54,-288.59,36.19,-115.35
0.16,-0.28,-0.88,82.08,0.58,-66.52
-0.05,1.59,-1.05,-226.15,-65.05,-60.55
0.06,1.23,-1.29,94.88,4.65,18.79
0.04,1.27,-1.40,50.51,9.09,-26.06
-0.11,1.25,-1.54,95.16,-21.14,-40.74
-0.17,1.00,-1.37,50.21,-62.40,3.25
-0.17,0.72,-1.03,51.46,-173.19,39.96
-0.27,0.68,-1.01,33.69,-270.39,35.29
-0.46,0.66,-1.01,13.39,-270.80,-98.61
-0.88,0.65,-0.34,-136.68,-270.94,-147.07
-0.55,0.19,-0.05,-209.14,-270.94,-190.04
-0.29,-0.39,0.05,-146.40,-105.18,-259.20
-0.92,-0.49,0.21,-104.41,128.96,-254.45
-0.28,-0.20,-0.13,-22.65,67.10,-8.62
0.03,0.08,-0.22,52.57,192.00,56.59
-0.19,0.15,-0.21,66.25,145.96,29.81
-0.13,0.08,-0.13,16.39,19.26,23.65
0.05,0.08,-0.04,-30.11,-25.03,31.88
0.07,0.02,-0.20,-15.24,-46.11,6.16
-0.05,0.07,-0.22,11.66,-14.24,-6.78
-0.10,0.09,-0.18,7.26,-10.99,-4.58
-0.07,0.07,-0.16,-22.89,-21.72,8.42
-0.05,0.05,-0.16,-15.65,-22.07,12.09
-0.01,0.05,-0.17,-1.44,-6.90,8.81
-0.02,0.07,-0.19,6.15,4.44,1.38
-0.06,0.05,-0.19,6.59,2.93,-2.05
-0.02,0.09,-0.14,2.90,8.91,-0.60
-0.05,0.05,-0.14,-6.24,6.72,4.15
-0.06,0.06,-0.17,-0.86,9.97,3.54
-0.07,0.07,-0.19,-7.23,3.09,1.87
-0.08,0.07,-0.18,-11.05,-0.57,0.61
-0.08,0.06,-0.16,-10.68,-2.72,-1.52
-0.10,0.05,-0.18,-3.84,-7.45,4.56
-0.07,0.08,-0.20,-2.98,4.05,7.86
-0.11,0.09,-0.18,-5.27,-0.50,-2.52
-0.09,0.04,-0.18,-6.42,-8.09,2.41
-0.07,0.05,-0.19,0.38,0.91,8.45
-0.05,0.07,-0.19,2.32,2.88,4.83
-0.05,0.05,-0.18,-2.57,4.49,2.71
-0.07,0.06,-0.18,2.23,6.91,-0.29
-0.11,0.07,-0.17,1.30,-1.26,-1.71
-0.08,0.07,-0.15,-2.98,-0.08,2.50
-0.08,0.08,-0.17,3.37,6.63,3.00
