-0.19,0.92,-0.22,-85.83,32.12,-48.66
0.02,0.65,-0.01,-123.45,-14.17,-50.91
0.51,-0.66,-0.63,-16.4,30.59,-5.91
0.38,-0.63,-0.84,1.68,-22.95,55.28
-0.52,0.34,0.52,-107.32,17.66,-41.76
-0.22,0.23,-0.19,43.72,-34.49,-13.7
-0.17,0.18,-0.29,15.68,33.78,8.16
-0.13,0.11,-0.21,-8.79,-4.83,0.19
-0.16,-0.15,-0.44,-52.48,70.65,-59.54
0.09,-0.26,-0.33,40.87,-58.15,-55.23
0.04,-0.14,-0.41,-101.34,104.65,8.93
0.1,-0.24,-0.43,-50.51,-67.15,-28.39
0.08,-0.06,-0.39,-52.31,49.83,-11.15
0.03,0.07,-0.42,-26.74,-5.24,-19.05
0.1,0.37,-0.4,14.65,22.04,13.95
0.11,0.47,-0.38,26.45,1.62,50.99
0.04,0.31,-0.47,14.97,-43.63,52.81
-0.02,0.31,-0.41,-3.01,-11.5,44.88
-0.03,0.29,-0.4,5.0,3.58,7.46
-0.06,0.41,-0.37,9.77,35.98,-23.26
-0.11,0.41,-0.37,15.12,28.11,-49.25
-0.14,0.22,-0.43,23.94,49.26,-48.67
-0.17,0.04,-0.55,27.83,97.27,-35.9
-0.37,0.4,-0.38,10.67,41.59,-34.98
-0.38,0.27,-0.31,-54.31,-51.01,-10.63
-0.11,0.03,-0.48,7.82,-36.95,46.63
-0.19,0.14,-0.43,-1.39,-41.66,73.17
-0.06,0.14,-0.43,-27.39,-47.06,73.31
-0.06,0.15,-0.36,-38.13,-19.95,78.65
-0.02,0.15,-0.33,-23.68,-21.27,63.55
-0.05,0.25,-0.21,-27.62,-12.02,11.99
-0.04,0.16,-0.24,10.48,5.52,-20.77
-0.19,0.08,-0.24,66.77,50.32,-49.99
-0.31,0.11,-0.33,65.54,50.35,-69.65
-0.3,0.27,-0.35,-5.34,42.58,-28.52
-0.16,0.22,-0.37,-9.51,17.71,-6.48
-0.16,0.2,-0.4,2.71,37.57,4.79
-0.22,0.24,-0.36,-16.13,13.52,-8.8
-0.19,0.14,-0.36,-11.94,-31.4,-13.68
-0.14,0.18,-0.39,-7.85,6.9,27.55
