1.11,-0.34,-0.41,-6.30,-151.43,-259.42
1.36,0.44,-0.17,-91.59,-29.72,-264.05
0.71,0.75,-0.11,-114.77,129.15,-262.36
-0.16,1.04,-0.20,-91.80,270.63,-262.37
-1.77,1.78,-0.46,211.62,271.20,-262.37
0.17,1.91,-0.79,222.46,237.11,-74.72
-0.26,1.48,-0.98,115.31,-14.05,99.65
-0.31,1.14,-0.84,-302.35,159.23,15.55
-0.22,1.39,-0.26,-322.89,157.63,-142.92
-0.53,1.21,0.08,-312.65,76.18,-262.19
-0.85,0.12,0.80,-321.07,65.11,-262.36
-2.05,1.08,0.83,-321.11,-126.28,-50.02
-1.13,0.76,0.65,-323.01,-256.73,-57.77
-0.77,0.22,0.73,-202.04,-146.95,-171.32
-0.04,0.54,0.87,-180.25,-180.88,-191.05
0.06,-0.57,-0.02,-195.23,182.65,-69.61
0.19,0.03,0.57,7.15,-251.49,-93.22
0.19,-0.05,0.06,-24.97,-227.38,-64.34
0.20,0.11,-0.02,-36.14,-222.93,-26.15
0.05,-0.02,-0.11,19.94,-89.99,32.03
0.19,0.07,0.05,55.66,-141.85,55.15
0.16,0.03,-0.09,-26.46,-54.42,80.11
0.03,0.06,-0.15,8.40,57.02,78.12
-0.11,0.08,-0.06,2.58,61.89,44.47
-0.11,0.03,-0.03,47.46,1.27,-50.69
0.06,0.05,0.02,29.44,-52.82,-65.61
-0.00,0.04,-0.03,18.33,-36.51,-71.60
-0.15,0.12,0.18,0.39,-22.91,-40.65
0.07,0.10,0.14,-4.66,-82.73,8.27
-0.04,0.08,0.15,-12.44,15.80,24.19
-0.14,0.06,0.13,24.03,11.37,7.22
-0.03,0.15,0.16,4.43,-21.43,4.47
-0.05,0.09,0.13,10.01,22.59,-7.31
-0.09,0.10,0.17,1.27,18.20,2.11
-0.08,0.10,0.16,-5.13,1.00,-8.50
-0.06,0.09,0.18,-16.88,3.47,-3.98
-0.05,0.08,0.18,-9.39,-11.38,-7.35
-0.03,0.05,0.15,-5.21,-9.05,-19.34
-0.04,0.06,0.16,-4.01,2.12,-14.05
-0.06,0.09,0.18,1.14,-0.92,-7.01
-0.02,0.06,0.17,0.99,-14.96,-3.28
0.01,0.11,0.18,-0.49,-4.33,-0.48
-0.03,0.09,0.19,-5.80,7.80,1.75
0.01,0.06,0.21,-14.38,11.33,10.05
-0.04,0.10,0.22,-1.29,26.66,10.08
-0.04,0.09,0.23,-8.47,3.04,-2.51
-0.03,0.07,0.23,-8.89,9.56,-5.80
-0.03,0.08,0.23,-9.13,-0.59,-8.45
-0.02,0.05,0.21,-18.54,20.25,12.53
-0.05,0.10,0.22,1.30,1.01,-3.60
