0.29,0.33,-0.46,70.23,-170.28,-134.47
0.98,0.70,-0.80,115.82,-192.21,-171.55
0.92,0.62,-1.31,-10.89,-144.84,-198.74
0.79,0.51,-1.83,-159.68,-103.52,-192.38
0.20,0.53,-1.57,-259.57,79.65,-104.95
0.33,0.85,-1.66,-259.75,-47.00,-105.75
-0.64,0.54,0.83,-108.06,-49.55,-48.82
0.07,2.00,-1.03,-7.04,-17.72,102.16
0.20,1.48,-0.36,-28.15,9.41,-66.25
0.04,1.75,-0.79,36.79,73.69,30.44
0.34,1.68,-0.69,26.05,1.74,13.72
0.27,1.58,-0.57,18.67,67.55,-3.00
0.20,1.29,-0.31,-21.26,33.63,21.89
0.01,1.10,-0.34,-60.98,183.14,166.13
-0.02,0.94,-0.76,26.91,197.35,280.79
0.42,0.28,-0.45,-11.58,-16.49,282.69
0.71,-0.72,-1.06,-145.83,-113.40,282.69
1.05,-0.20,-0.63,-47.31,-138.44,162.68
0.32,-0.05,-0.53,11.77,-61.84,-134.84
0.32,0.35,-0.48,94.82,-98.64,-131.12
0.29,0.39,-0.43,55.24,-25.99,-11.45
0.17,0.25,-0.50,0.41,5.54,-18.50
0.21,0.16,-0.55,-25.97,37.82,-32.42
0.11,0.21,-0.56,-20.79,56.61,-25.18
0.06,0.28,-0.55,-17.49,40.68,-17.84
0.08,0.33,-0.52,-32.96,41.78,23.64
0.17,0.20,-0.52,-36.52,47.39,52.19
0.21,0.15,-0.52,1.61,25.91,20.02
0.13,0.22,-0.55,20.03,25.65,5.89
0.08,0.25,-0.55,32.15,-9.64,-14.35
0.09,0.27,-0.56,34.40,-24.63,-10.43
0.09,0.26,-0.56,30.62,-35.02,-4.96
0.12,0.24,-0.53,15.82,-26.84,10.33
0.13,0.23,-0.52,9.01,-22.50,14.12
0.18,0.22,-0.51,8.28,-23.41,4.91
0.21,0.23,-0.52,8.92,-11.41,0.46
0.19,0.24,-0.51,8.42,3.75,0.57
0.18,0.24,-0.51,14.95,5.63,-1.87
0.14,0.22,-0.52,19.52,5.12,-8.61
0.13,0.23,-0.52,23.60,1.12,-13.78
0.10,0.24,-0.51,17.54,4.33,-7.71
0.09,0.23,-0.50,15.42,4.98,1.99
0.10,0.22,-0.46,25.54,31.59,43.48
0.08,0.17,-0.42,26.85,31.90,55.55
0.05,0.13,-0.40,19.76,38.25,54.73
-0.02,0.12,-0.31,27.28,-6.42,7.33
0.06,0.16,-0.37,-3.10,-37.78,-42.53
0.04,0.19,-0.38,-20.43,-21.15,-32.29
0.17,0.20,-0.52,-29.94,-14.86,-32.63
0.12,0.19,-0.49,-6.31,22.67,-0.14
