0.62,0.86,-0.17,5.95,37.28,-128.90
0.91,0.88,-0.13,-92.34,179.70,19.46
0.21,0.83,-0.28,-212.26,273.49,157.87
-0.98,1.18,-0.44,36.65,222.75,3.44
-0.67,1.35,-0.05,-39.52,130.39,-56.38
-0.38,1.27,-0.30,-154.81,31.42,-8.17
-0.13,0.88,-0.39,-200.30,-38.53,-18.20
1.07,-0.49,-0.37,-151.68,-156.63,-33.91
1.45,-0.68,0.08,-88.94,113.16,138.91
0.77,-0.62,-0.83,42.81,135.77,73.61
0.53,-0.71,-0.51,115.41,-140.17,-9.40
-0.05,0.57,0.17,31.60,-56.49,-110.10
0.16,-1.01,-0.78,22.92,-19.26,60.37
0.71,-0.13,-0.43,78.22,-24.53,-93.95
0.14,0.19,-0.61,44.58,9.76,40.73
-0.06,0.28,-0.62,37.05,-42.90,1.00
0.15,0.36,-0.50,12.71,23.44,34.06
-0.06,0.40,-0.35,-14.40,16.62,5.84
-0.06,0.43,-0.24,13.30,0.14,28.25
-0.20,0.55,-0.19,35.36,-30.42,-23.49
-0.11,0.56,-0.13,23.12,-71.27,-13.27
0.00,0.49,-0.20,6.35,-39.96,9.93
0.10,0.16,-0.31,16.82,-69.75,-17.21
0.27,0.07,-0.32,36.74,-97.64,-14.31
0.16,0.22,-0.25,39.74,-24.08,-22.88
0.00,0.14,-0.29,15.61,53.48,15.01
0.08,0.22,-0.31,49.01,-3.88,0.77
0.09,0.06,-0.37,26.85,5.64,3.55
0.06,0.16,-0.25,51.23,-32.93,-26.33
0.07,0.25,-0.23,16.01,1.75,16.30
0.10,0.28,-0.24,5.94,-46.39,-18.54
0.16,0.22,-0.31,-33.36,24.58,22.16
0.14,0.02,-0.32,-17.58,15.21,7.41
0.10,0.15,-0.19,19.00,22.73,11.85
0.09,0.15,-0.33,4.48,14.27,1.16
0.16,0.17,-0.35,7.15,12.12,-1.30
0.08,0.17,-0.30,5.80,13.90,1.16
0.07,0.14,-0.27,5.20,-3.08,-1.19
0.09,0.15,-0.25,9.51,-14.95,-4.16
0.15,0.18,-0.32,5.86,-12.03,-4.30
0.15,0.19,-0.32,9.65,2.26,1.53
0.11,0.17,-0.29,6.23,4.89,3.70
0.11,0.16,-0.29,4.33,1.34,3.07
0.13,0.17,-0.32,1.52,6.29,3.79
0.12,0.18,-0.31,0.62,5.50,0.69
0.13,0.17,-0.32,2.45,3.06,1.36
0.11,0.18,-0.33,2.22,3.99,1.83
0.12,0.19,-0.34,4.98,0.43,-0.14
0.14,0.18,-0.33,8.83,-1.21,0.01
0.14,0.17,-0.32,9.75,1.36,1.02
