-0.17,0.78,-0.07,97.96,-72.62,250.54
1.25,2.75,-0.83,104.96,-263.3,-102.21
0.8,1.62,-0.06,-7.32,28.36,-75.13
-0.07,0.7,0.23,-94.09,160.44,-141.69
-0.26,0.42,0.09,-140.05,256.25,-29.86
-0.73,-0.71,-1.19,12.59,273.02,-68.99
-1.09,0.05,-1.15,40.29,-17.16,81.21
-0.17,-0.87,-1.99,-317.98,268.21,-47.51
0.05,0.0,-1.3,-318.17,29.42,-76.48
-0.49,-0.31,0.35,-9.71,-178.83,67.53
0.09,1.11,-1.04,-146.85,110.02,-87.6
0.09,1.74,-1.0,-34.44,-19.45,4.98
-0.02,1.5,-1.01,-30.44,9.58,-12.72
-0.07,1.49,-0.91,10.68,-0.15,-2.01
0.05,1.51,-1.05,10.47,-5.07,5.18
0.06,1.53,-1.04,0.93,-13.16,0.93
-0.03,1.51,-1.02,2.95,-11.36,5.08
0.01,1.53,-1.06,-4.77,2.65,6.84
0.02,1.54,-1.01,-8.55,-9.51,3.99
-0.03,1.49,-0.93,-1.98,-16.98,3.83
-0.01,1.46,-1.01,13.04,1.09,1.09
0.01,1.52,-1.09,8.45,-1.82,-2.32
-0.06,1.5,-1.06,-9.82,-19.73,-1.84
-0.1,1.48,-0.97,-25.52,-35.81,-2.38
-0.11,1.44,-0.88,5.43,-55.54,-5.2
-0.15,1.46,-0.98,19.22,1.84,-0.68
-0.17,1.48,-1.08,17.84,-53.23,-2.87
-0.23,1.48,-0.95,-20.29,-14.19,-3.39
-0.29,1.42,-0.79,2.62,-27.1,-6.94
-0.34,1.31,-0.64,20.83,-93.72,-32.64
-0.2,1.18,-0.83,92.85,-38.81,-51.6
-0.51,1.08,-0.75,78.05,-28.76,-14.87
-0.3,0.84,-0.97,112.29,28.36,-25.77
-0.57,0.89,-0.55,59.06,-20.48,-17.31
-0.45,0.64,-0.35,78.02,-262.29,-86.68
-0.19,0.28,-0.3,81.9,-270.38,-234.42
-0.44,-0.31,-0.15,48.03,122.49,-238.98
-0.65,0.08,-0.1,51.71,56.36,-52.45
-0.31,0.25,-0.06,-15.96,-18.73,-24.06
-0.26,0.15,-0.03,-10.8,12.74,12.88
