-0.48,0.24,-0.5,-61.61,-161.82,104.89
-1.31,0.03,-0.78,-249.93,-70.02,275.29
-1.29,-0.12,-0.43,-251.59,-64.18,279.72
-1.3,0.1,-0.12,-160.8,50.23,281.38
-0.45,0.78,-0.34,-165.03,54.08,281.39
0.52,1.07,-0.3,-184.14,-28.63,281.39
1.7,1.14,-0.02,-110.9,-7.71,212.69
1.68,1.39,0.47,-44.56,-100.58,-6.56
1.29,1.87,0.55,-0.86,-25.76,-64.12
0.95,2.02,0.47,19.22,30.95,-46.1
0.9,2.0,0.29,28.52,52.93,-24.79
1.04,2.0,0.27,28.84,38.45,-35.67
1.1,1.87,0.2,45.54,77.08,-94.05
0.96,1.48,-0.03,73.53,105.32,-225.37
0.09,1.09,-0.07,76.09,9.63,-264.18
-0.46,0.59,-0.09,78.95,-54.82,-262.51
-0.35,0.12,0.09,11.81,-119.92,-262.52
-0.75,-0.44,-0.33,97.68,269.33,-264.08
-0.83,-0.55,-0.59,155.34,272.47,-224.1
-0.47,-0.43,-0.45,107.84,56.17,-227.08
-0.43,0.0,-0.07,30.55,92.95,-95.75
-0.19,0.1,-0.16,6.5,129.3,20.48
-0.01,0.09,-0.11,-7.25,39.77,53.47
0.15,0.06,-0.12,-4.42,95.63,62.65
0.15,0.08,-0.09,-6.95,75.56,33.24
0.16,0.06,-0.05,-2.71,35.84,2.71
0.15,0.06,-0.07,-5.6,0.38,-7.35
0.1,0.07,-0.06,-0.45,23.46,0.09
0.06,0.06,-0.1,6.24,19.56,3.45
0.04,0.08,-0.12,3.12,-1.88,2.25
0.09,0.09,-0.13,4.12,-6.07,2.39
0.1,0.09,-0.14,3.14,-3.6,3.55
0.12,0.08,-0.13,0.03,-6.53,4.56
0.13,0.08,-0.13,-1.08,2.63,2.94
0.13,0.1,-0.11,-2.59,-1.03,-0.65
0.11,0.08,-0.12,-0.65,-4.15,-8.33
0.1,0.08,-0.12,-1.32,-2.0,-6.7
0.11,0.07,-0.13,0.3,-2.91,-5.2
0.11,0.07,-0.13,-1.34,-3.68,-2.78
0.12,0.08,-0.11,1.83,2.05,2.88
