-0.14,0.19,-0.09,-1.22,-1.68,-8.48
-0.14,0.18,-0.1,2.74,7.49,0.5
-0.16,0.16,-0.1,1.7,1.22,0.0
-0.16,0.19,-0.08,0.28,-0.19,2.96
-0.14,0.17,-0.09,2.05,5.46,7.11
-0.14,0.19,-0.09,0.59,0.42,-1.09
-0.15,0.17,-0.09,1.76,2.44,-3.58
-0.16,0.14,-0.09,2.77,6.18,3.51
-0.14,0.2,-0.07,2.38,0.36,2.35
-0.12,0.2,-0.08,3.2,-0.24,-3.89
-0.16,0.18,-0.08,2.82,-0.8,-9.04
-0.15,0.18,-0.09,2.16,2.19,-3.14
-0.14,0.2,-0.09,-2.15,2.34,1.42
-0.16,0.14,-0.1,-4.41,-5.41,-3.87
-0.13,0.17,-0.09,-4.53,-1.95,4.97
-0.12,0.17,-0.08,-4.24,-4.01,1.73
-0.12,0.16,-0.09,-2.49,-3.15,0.76
-0.13,0.17,-0.08,-0.59,-4.5,-3.95
-0.13,0.16,-0.1,1.27,2.9,2.53
-0.13,0.18,-0.1,-0.05,-2.94,-0.23
-0.12,0.19,-0.11,2.8,1.52,2.8
-0.13,0.15,-0.12,1.32,3.42,3.01
-0.12,0.18,-0.1,0.28,-1.87,-0.33
-0.12,0.18,-0.09,1.22,2.37,1.33
-0.14,0.18,-0.1,1.98,1.4,-1.95
-0.13,0.18,-0.1,1.91,3.29,1.94
-0.14,0.17,-0.09,1.93,3.7,3.87
-0.13,0.19,-0.09,1.64,2.97,3.7
-0.14,0.17,-0.1,0.9,3.24,2.45
-0.15,0.17,-0.09,0.59,-0.29,2.02
-0.13,0.19,-0.08,1.06,-1.95,-0.22
-0.14,0.18,-0.09,1.69,-1.69,-4.12
-0.14,0.18,-0.1,0.63,-0.01,-1.67
-0.13,0.19,-0.1,-0.98,1.25,-0.45
-0.14,0.16,-0.11,-1.43,2.78,0.48
-0.14,0.17,-0.1,-1.95,4.51,3.19
-0.15,0.15,-0.09,0.86,0.84,1.17
-0.97,0.27,-0.32,-108.6,-72.7,239.43
0.33,0.8,-0.01,-47.17,-69.31,101.83
0.23,0.78,0.13,2.64,-14.26,-25.61
-0.22,0.52,-0.02,12.75,-30.89,-186.97
-0.72,0.14,-0.25,13.38,4.99,-212.71
-0.53,0.09,-0.11,22.61,49.33,-143.69
-0.59,0.12,-0.19,32.18,69.28,-79.75
-0.4,0.2,-0.16,12.46,11.59,-11.83
-0.3,0.26,-0.1,0.53,21.28,19.87
-0.29,0.24,-0.12,0.43,10.67,15.9
-0.22,0.23,-0.12,-1.03,1.52,13.4
-0.22,0.22,-0.11,-6.57,-3.02,9.72
-0.2,0.21,-0.1,-6.74,-10.62,4.08
