-0.89,0.75,-0.56,30.57,131.85,64.11
-1.40,0.86,-1.14,85.69,267.21,134.33
-1.92,1.67,-2.37,-65.35,273.68,220.00
-0.41,0.76,-1.73,-321.56,-7.41,283.05
1.46,0.99,-1.26,-322.13,-216.76,77.19
1.11,0.93,-1.11,-320.06,-270.09,-175.22
0.69,0.50,-0.79,-293.16,-111.53,-187.28
0.26,0.62,-0.18,-223.16,-15.06,-125.27
-0.45,0.80,0.30,-115.30,46.78,-70.03
-0.43,0.83,0.22,-184.97,16.44,-20.37
0.22,0.74,-0.14,-225.55,28.20,0.03
0.32,0.60,-0.46,-242.77,66.95,-74.15
-0.40,0.10,0.19,-178.97,87.03,-99.75
-0.99,-0.26,-0.25,-134.23,128.04,-67.94
-0.17,-0.86,-0.32,-13.38,92.17,-182.16
-0.13,-0.39,0.05,165.00,81.29,-34.83
0.00,-0.16,0.06,-21.64,31.40,20.79
-0.26,-0.30,0.10,-58.84,-59.55,8.64
-0.01,-0.14,-0.20,-34.52,-34.02,-0.94
-0.26,-0.36,0.40,97.92,-9.05,-41.75
-0.09,0.01,-0.03,36.09,-27.79,-31.29
0.45,-0.10,-0.08,7.85,-12.36,-42.77
-0.04,-0.62,0.10,42.01,-71.22,-13.51
0.58,-0.78,0.54,-53.53,59.31,76.37
0.18,-0.46,0.07,42.47,231.10,38.63
0.16,-0.03,-0.02,36.54,187.24,31.66
0.19,0.11,-0.06,18.89,118.21,22.22
-0.05,0.28,-0.26,53.16,177.54,-67.80
-0.43,0.43,-0.19,29.45,26.99,-112.99
-0.21,0.62,-0.23,-61.33,-129.88,-41.50
0.08,0.65,-0.21,-28.70,-98.67,43.69
0.20,0.55,-0.15,14.30,13.43,58.48
0.05,0.41,-0.14,58.98,74.32,39.72
-0.02,-0.19,-0.24,50.93,107.22,23.23
-0.12,0.14,-0.02,28.59,108.52,-45.62
-0.25,0.34,0.20,-2.11,-29.48,-25.40
-0.09,0.18,0.17,-56.38,-149.12,51.03
-0.03,0.11,0.06,-57.66,-72.69,36.43
-0.11,0.11,-0.07,-5.34,10.02,25.70
-0.13,0.10,-0.06,14.61,-21.41,13.41
-0.15,0.14,-0.08,32.57,-51.87,4.03
0.03,0.05,-0.10,5.16,9.92,24.36
-0.07,0.17,-0.12,0.18,74.21,15.27
-0.08,0.26,-0.07,-30.72,51.05,16.98
-0.17,0.05,-0.06,-58.39,-43.29,5.00
-0.09,0.09,0.06,-44.18,-74.39,1.26
-0.04,0.15,0.02,-34.36,-29.65,23.26
-0.12,0.12,-0.07,24.11,21.97,-2.26
-0.16,0.11,-0.08,32.69,23.03,-6.32
-0.14,0.11,-0.06,2.44,12.81,10.85
